0,5,0,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.95095,1.85514,1.79907,1.75826,1.72647,1.70094,1.68017,1.66323,1.64954,1.63868,1.63036,1.62439,1.62064,1.61903,1.61953,1.62215,1.62693,1.63399,1.64348,1.65564,1.67081,1.68947,1.71235,1.7406,1.77618,1.82302,1.89171,2,2,2,2,2,2,2,2,2,2,2,2,1.89171,1.82302,1.77618,1.7406,1.71235,1.68947,1.67081,1.65564,1.64348,1.63399,1.62693,1.62215,1.61953,1.61904,1.62064,1.62439,1.63036,1.63868,1.64954,1.66323,1.68017,1.70094,1.72647,1.75826,1.79907,1.85514,1.95096,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.1,4.925,-6.55671e-09,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.85786,1.77507,1.72321,1.68475,1.65449,1.63001,1.60996,1.5935,1.58009,1.56934,1.56098,1.55482,1.55073,1.54864,1.5485,1.55031,1.5541,1.55995,1.56799,1.57838,1.59139,1.60737,1.62686,1.65063,1.67994,1.71698,1.76635,1.84197,2,2,2,2,2,2,2,2,2,2,2,2,1.84197,1.76635,1.71699,1.67994,1.65063,1.62686,1.60737,1.59139,1.57838,1.56799,1.55995,1.5541,1.55031,1.5485,1.54864,1.55073,1.55482,1.56098,1.56934,1.58009,1.59351,1.60996,1.63001,1.65449,1.68476,1.72321,1.77508,1.85786,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.2,4.85,-1.31134e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.76174,1.69178,1.64488,1.60931,1.58098,1.55786,1.5388,1.52306,1.51013,1.49968,1.49145,1.48527,1.48102,1.47863,1.47803,1.47923,1.48224,1.48713,1.49398,1.50293,1.51418,1.52801,1.54481,1.56513,1.58984,1.62031,1.65905,1.71159,1.79783,2,2,2,2,2,2,2,2,2,2,2,2,1.79783,1.71159,1.65905,1.62031,1.58984,1.56513,1.54481,1.52801,1.51418,1.50293,1.49398,1.48713,1.48224,1.47923,1.47803,1.47862,1.48102,1.48527,1.49145,1.49968,1.51013,1.52306,1.5388,1.55786,1.58098,1.60931,1.64488,1.69178,1.76174,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.3,4.775,-1.96701e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.7823,1.66462,1.60616,1.56454,1.53222,1.50612,1.48463,1.46678,1.45194,1.43968,1.4297,1.42177,1.41573,1.41148,1.40893,1.40804,1.40881,1.41123,1.41536,1.42126,1.42904,1.43887,1.45095,1.46558,1.48318,1.50438,1.53009,1.56187,1.60263,1.65932,1.76565,2,2,2,2,2,2,2,2,2,2,2,2,1.76565,1.65932,1.60263,1.56187,1.53009,1.50437,1.48318,1.46558,1.45095,1.43887,1.42904,1.42126,1.41536,1.41123,1.40881,1.40804,1.40893,1.41148,1.41573,1.42177,1.4297,1.43968,1.45194,1.46678,1.48463,1.50612,1.53222,1.56454,1.60616,1.66462,1.7823,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.4,4.7,-2.62268e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.64387,1.56766,1.5191,1.48274,1.45383,1.43016,1.41049,1.39403,1.38027,1.36883,1.35946,1.35197,1.34621,1.34209,1.33953,1.3385,1.33898,1.34098,1.34453,1.34968,1.35653,1.36519,1.37585,1.38873,1.40416,1.42259,1.44469,1.4715,1.50479,1.54804,1.61051,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.61051,1.54804,1.50479,1.4715,1.44469,1.42259,1.40416,1.38873,1.37585,1.36519,1.35653,1.34968,1.34453,1.34098,1.33898,1.3385,1.33953,1.34209,1.34621,1.35197,1.35946,1.36883,1.38027,1.39403,1.41049,1.43016,1.45383,1.48274,1.5191,1.56766,1.64388,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.5,4.625,-3.27835e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6413,1.52788,1.47161,1.43141,1.40005,1.37458,1.35344,1.3357,1.32075,1.30818,1.29769,1.28906,1.28213,1.27676,1.27289,1.27045,1.2694,1.26974,1.27145,1.27457,1.27915,1.28525,1.29299,1.30249,1.31394,1.32761,1.34384,1.36312,1.3862,1.41425,1.44934,1.4958,1.56713,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.56713,1.4958,1.44934,1.41425,1.3862,1.36312,1.34384,1.32761,1.31395,1.30249,1.29299,1.28525,1.27915,1.27457,1.27145,1.26974,1.2694,1.27045,1.27289,1.27676,1.28213,1.28906,1.29769,1.30818,1.32075,1.3357,1.35344,1.37458,1.40006,1.43141,1.47161,1.52788,1.64131,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.6,4.55,-3.93403e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.48425,1.42029,1.37697,1.3438,1.31705,1.2949,1.27629,1.26053,1.24718,1.23589,1.22643,1.21863,1.21234,1.20748,1.20396,1.20174,1.20078,1.20108,1.20263,1.20546,1.20961,1.21514,1.22213,1.2307,1.241,1.25323,1.26768,1.28472,1.30491,1.32907,1.35856,1.39588,1.44672,1.53438,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.53438,1.44672,1.39587,1.35856,1.32907,1.30491,1.28472,1.26768,1.25323,1.241,1.2307,1.22213,1.21514,1.20961,1.20546,1.20263,1.20108,1.20078,1.20174,1.20396,1.20748,1.21234,1.21863,1.22643,1.23589,1.24718,1.26053,1.27629,1.2949,1.31705,1.3438,1.37697,1.42029,1.48425,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.7,4.475,-4.5897e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.43249,1.36311,1.31814,1.28413,1.25684,1.23426,1.21525,1.1991,1.18532,1.17358,1.16362,1.15525,1.14834,1.14277,1.13847,1.13539,1.13347,1.13269,1.13305,1.13455,1.13721,1.14106,1.14615,1.15256,1.16038,1.16974,1.18081,1.19382,1.20905,1.22695,1.24812,1.27352,1.30475,1.34495,1.40228,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.40228,1.34495,1.30475,1.27352,1.24812,1.22695,1.20905,1.19382,1.18081,1.16974,1.16038,1.15256,1.14615,1.14106,1.13721,1.13455,1.13305,1.13269,1.13347,1.13539,1.13847,1.14277,1.14834,1.15525,1.16362,1.17358,1.18533,1.1991,1.21526,1.23426,1.25684,1.28413,1.31814,1.36311,1.43249,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.8,4.4,-5.24537e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.36747,1.29835,1.25392,1.22036,1.1934,1.17105,1.15218,1.13608,1.12226,1.11041,1.10025,1.09162,1.08437,1.07838,1.07359,1.06991,1.06732,1.06577,1.06525,1.06575,1.06728,1.06986,1.07351,1.07829,1.08425,1.09148,1.10009,1.11022,1.12204,1.13582,1.15187,1.17069,1.19297,1.21983,1.25325,1.29743,1.3658,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.36579,1.29743,1.25325,1.21983,1.19297,1.17069,1.15187,1.13581,1.12204,1.11021,1.10009,1.09148,1.08425,1.07829,1.07351,1.06986,1.06728,1.06575,1.06525,1.06577,1.06732,1.06991,1.07359,1.07838,1.08437,1.09162,1.10025,1.11041,1.12226,1.13608,1.15218,1.17105,1.1934,1.22036,1.25392,1.29835,1.36747,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
0.9,4.325,-5.90104e-08,3.14159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.28756,1.22542,1.18394,1.15218,1.12648,1.10505,1.08685,1.07125,1.05779,1.04616,1.03613,1.02752,1.0202,1.01405,1.00901,1.005,1.00198,0.999917,0.998787,0.998576,0.999283,1.00092,1.00349,1.00704,1.0116,1.01723,1.024,1.03201,1.04136,1.05223,1.06482,1.07939,1.09633,1.11617,1.13975,1.16843,1.20476,1.25493,1.35005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.35005,1.25493,1.20476,1.16843,1.13975,1.11617,1.09633,1.07939,1.06482,1.05223,1.04137,1.03201,1.024,1.01723,1.0116,1.00704,1.00349,1.00092,0.999283,0.998576,0.998787,0.999917,1.00198,1.005,1.00901,1.01405,1.0202,1.02752,1.03613,1.04616,1.05779,1.07125,1.08685,1.10505,1.12648,1.15218,1.18394,1.22543,1.28756,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
