1,0.01477,1.93348,514
1,1.73888,1.99991,504
1,1.21511,1.97427,515
1,1.73637,1.97629,518
1,1.44026,1.97432,511
1,1.48837,1.97661,523
1,1.09139,1.99821,500
1,0.334739,1.97169,513
1,0.385549,1.97724,510
1,0.266844,1.98742,506
1,0.891776,1.99654,501
1,0.500005,1.99778,501
1,0.914655,1.88798,518
1,0.417004,1.9793,511
1,2,2,500
1,0.104355,1.98478,502
1,0.228281,1.97326,513
1,0.914216,1.97395,516
1,0.218904,1.96616,505
1,0.280843,1.97551,504
0,0.00595535,1.72068,10
1,0.0087487,1.97287,509
1,0.915288,1.99898,504
1,1.54393,1.99945,500
1,1.08409,1.98603,507
1,2,2,499
1,0.499335,1.99686,501
1,1.73212,1.9879,506
1,0.517648,1.9695,513
0,0.0138836,1.81319,84
1,0.454742,1.97644,502
1,0.172379,1.9737,505
1,1.8544,1.99994,499
1,0.0163651,1.76685,75
1,1.65627,1.98798,505
1,2,2,500
1,1.73608,1.9886,507
1,0.821486,1.97216,514
0,0.00556133,1.82111,137
1,0.770453,1.89282,526
1,0.00987545,1.95244,508
1,0.500037,1.8793,516
1,0.911049,1.86892,516
1,1.10289,1.99812,499
1,0.559464,1.96754,536
1,1.38371,1.9988,502
1,1.739,1.98806,506
1,2,2,501
1,0.914216,1.98581,507
1,1.74024,1.99997,499
0,0.0147597,1.68491,11
1,0.0795274,1.88566,511
1,0.200374,1.88305,510
1,0.837395,1.98471,507
1,0.0100005,1.68349,16
1,0.661645,1.89232,510
1,0.560723,1.88955,513
1,1.67398,1.99985,499
1,0.500347,1.99472,503
1,2,2,499
0,0.00338492,1.48863,5
1,0.861647,1.97198,512
1,0.914333,1.99906,500
1,0.500279,1.96737,512
1,0.474811,1.99094,502
0,0.0352516,1.83513,79
0,0.00922904,1.90979,37
1,1.08278,1.98618,508
1,0.884195,1.99642,501
1,0.818463,1.99456,502
1,1.38692,1.99949,499
1,0.00898761,1.95724,504
0,0.0577172,1.75519,23
1,1.74085,1.98854,505
1,0.416242,1.99502,500
1,1.37216,1.99869,500
1,0.260299,1.88729,510
1,0.899672,1.89313,516
1,1.50091,1.99978,499
1,2,2,499
1,0.745932,1.88699,514
1,0.707803,1.98232,506
0,0.0155315,1.80614,61
1,1.00112,1.99683,504
1,0.914222,1.88847,511
0,0.0349288,1.84684,387
1,0.914306,1.88597,518
1,0.132964,1.97493,506
1,2,2,498
1,0.914322,1.89996,509
1,0.346751,1.97331,503
1,0.378144,1.97639,510
1,2,2,499
1,0.884281,1.88486,509
1,0.010641,1.89919,91
1,0.00835286,1.95156,504
1,0.0485076,1.88736,510
1,0.914546,1.99887,501
1,2,2,500
1,0.00873667,1.97862,504
1,2,2,501
1,0.707743,1.88355,517
1,1.73607,1.98838,507
1,1.67915,1.99983,502
1,1.50235,1.99985,501
1,0.298157,1.9611,512
1,1.57761,1.9994,504
1,0.914708,1.98779,507
1,2,2,500
1,1.74047,1.99976,500
1,1.73794,1.98895,505
1,0.727515,1.98253,513
1,1.65983,1.97599,512
1,0.914225,1.98529,506
1,0.537784,1.96959,512
1,0.0774924,1.87792,511
1,0.879879,1.99656,519
1,0.838271,1.99625,499
1,0.248736,1.88068,518
0,0.0604991,1.86908,47
1,1.35289,1.99864,501
1,0.768471,1.87826,518
1,0.500406,1.9969,500
1,0.500075,1.88379,511
1,0.429863,1.97696,508
1,0.12462,1.97277,507
1,1.56071,1.99934,501
1,0.91453,1.8915,509
1,0.549448,1.99414,500
1,0.914213,1.88417,511
1,2,2,500
1,0.50055,1.89539,510
1,0.472438,1.8776,516
1,2,2,502
1,0.500014,1.88088,514
1,0.826606,1.98471,507
1,1.73608,1.98868,508
1,0.723751,1.99517,510
1,1.60248,1.97545,539
1,1.73682,1.98839,507
1,1.7387,1.98874,506
1,2,2,503
1,1.69785,1.98798,510
1,1.47723,1.98707,557
0,0.00301434,1.86671,81
1,0.500471,1.99179,505
1,1.77619,1.99982,498
1,1.73607,1.98716,508
1,2,2,500
1,1.50052,1.99986,501
1,2,2,500
1,0.95776,1.98388,505
1,1.39494,1.97492,523
0,0.0153843,1.81625,60
1,0.863673,1.76653,521
1,0.914649,1.89166,511
1,0.652977,1.99005,501
1,1.73526,1.98754,506
1,1.50035,1.99882,498
1,2,2,498
1,0.500276,1.99216,499
1,1.7361,1.99977,500
1,0.500494,1.89042,511
1,0.784375,1.98247,510
1,2,2,500
1,0.110432,1.85947,520
1,2,2,499
1,0.0222425,1.95739,514
1,0.115014,1.9578,522
1,0.280079,1.98748,516
1,0.491948,1.88364,515
1,0.914365,1.9829,508
1,0.017569,1.77778,14
1,1.5628,1.97538,514
1,0.500459,1.88579,515
1,1.73824,1.97733,518
1,1.73759,1.98869,509
1,2,2,502
1,1.73622,1.99994,500
1,1.50076,1.99977,501
1,1.32301,1.98712,515
1,0.0704799,1.878,515
1,0.018097,1.85494,101
1,0.914216,1.87524,516
1,1.34842,1.98722,507
1,2,2,504
1,1.36452,1.99871,501
1,1.43824,1.98801,507
1,0.826424,1.98451,506
1,0.865264,1.99378,501
1,1.24236,1.9984,501
1,1.14521,1.99766,500
1,1.73663,1.99995,508
0,0.0267714,1.58454,8
1,0.115858,1.88483,512
1,1.84749,1.99996,502
0,0.0297496,1.66832,14
1,2,2,502
