1,0.490755,1.97909,513
1,1.73888,1.99991,508
1,1.21511,1.97427,518
1,1.73637,1.97629,518
1,1.44026,1.97432,522
1,1.48837,1.97661,516
1,1.09139,1.99821,511
0,0.0307105,1.80863,13
0,0.0131915,1.83767,20
1,0.109685,1.98662,508
1,0.888576,1.99611,506
1,0.500005,1.99794,505
1,0.914655,1.88798,527
0,0.0666883,1.88387,21
1,2,2,511
1,0.287503,1.98996,504
1,0.425651,1.98115,514
1,0.914216,1.97395,520
1,0.198039,1.98883,505
1,0.456273,1.99436,506
1,0.868075,1.99811,506
1,0.0387191,1.97071,512
1,0.915288,1.99898,506
1,1.54393,1.99945,507
1,1.08409,1.98603,511
1,2,2,505
1,0.478328,1.99389,503
1,1.73212,1.9879,509
0,0.0216927,1.91235,32
1,0.829051,1.87438,522
1,0.500063,1.9977,504
1,0.0482397,1.97834,507
1,1.8544,1.99994,503
1,0.391289,1.96752,518
1,1.65627,1.98798,509
1,2,2,505
1,1.73608,1.9886,515
1,0.686105,1.97049,517
1,0.34659,1.772,528
1,0.511087,1.88719,515
1,0.02409,1.9712,519
1,0.500037,1.86448,524
1,0.911049,1.86892,523
1,1.10289,1.99812,506
0,0.0176409,1.92654,41
1,1.38371,1.9988,506
1,1.739,1.98806,510
1,2,2,503
1,0.914216,1.98581,511
1,1.74024,1.99997,503
1,0.845231,1.99827,507
1,0.363636,1.88888,515
1,0.124976,1.88129,515
1,0.733675,1.98259,509
1,0.500236,1.9974,503
1,0.247689,1.87673,534
1,0.0752129,1.86501,517
1,1.67398,1.99985,503
1,0.500347,1.99709,503
1,2,2,505
1,0.072335,1.88271,515
1,0.835075,1.97146,517
1,0.914333,1.99906,508
1,0.500279,1.96621,523
0,0.02698,1.84019,17
1,0.791979,1.9843,516
1,1.08278,1.98618,514
1,0.875687,1.99594,507
1,0.016119,1.98339,504
1,1.38692,1.99949,508
0,0.0071839,1.8153,26
0,0.0709347,1.77531,13
1,1.74085,1.98854,511
1,0.25696,1.99056,505
1,1.37216,1.99869,504
1,0.747708,1.8866,515
1,0.899701,1.89332,515
1,1.50091,1.99978,504
1,2,2,503
1,0.466294,1.88811,515
1,0.331787,1.97869,519
0,0.023773,1.65984,11
1,1.00112,1.99683,504
1,0.914222,1.88847,516
0,0.0159972,1.94267,47
1,0.914306,1.88597,544
1,0.323551,1.97954,511
1,2,2,503
1,0.914322,1.89996,514
0,0.0429355,1.42228,5
1,0.447449,1.98169,511
1,2,2,504
1,0.894486,1.89395,513
0,0.0362903,1.60371,5
1,0.837899,1.89304,525
1,0.334386,1.99496,502
1,0.914546,1.99887,515
1,2,2,507
1,0.148627,1.98698,505
1,2,2,506
1,0.307859,1.87521,524
1,1.73607,1.98838,514
1,1.67915,1.99983,503
1,1.50235,1.99985,507
1,0.0886598,1.96142,519
1,1.57761,1.9994,505
1,0.914708,1.98779,511
1,2,2,519
1,1.74047,1.99976,503
1,1.73794,1.98895,509
1,0.0926646,1.97363,514
1,1.65983,1.97599,516
1,0.914225,1.98529,520
0,0.0407716,1.89371,25
1,0.383036,1.87964,521
1,0.833257,1.88892,514
1,0.870455,1.99609,503
1,0.731387,1.99481,504
0,0.00405966,1.89933,32
0,0.0276283,1.6887,8
1,1.3529,1.99864,504
1,0.510281,1.87305,522
1,0.500406,1.99684,503
1,0.500075,1.88684,515
1,0.313162,1.97476,520
1,0.298051,1.97792,511
1,1.56071,1.99934,504
1,0.91453,1.8915,514
0,0.0242511,1.88045,26
1,0.914213,1.88417,516
1,2,2,505
1,0.50055,1.89266,515
0,0.0269039,1.81228,14
1,2,2,505
1,0.500014,1.88073,525
1,0.69916,1.98302,513
1,1.73608,1.98868,516
1,0.45372,1.99222,511
1,1.60248,1.97545,519
1,1.73682,1.98839,515
1,1.7387,1.98874,510
1,2,2,504
1,1.69785,1.98798,512
1,1.47723,1.98707,527
0,0.0173499,1.79745,15
1,0.439813,1.98809,508
1,1.77619,1.99982,503
1,1.73607,1.98716,511
1,2,2,506
1,1.50052,1.99986,503
1,2,2,504
1,0.95776,1.98388,510
1,1.39494,1.97492,527
1,0.392907,1.96396,520
1,0.815148,1.78275,526
1,0.914649,1.89166,518
0,0.0305641,1.6999,8
1,1.73526,1.98754,510
1,1.50035,1.99882,504
1,2,2,502
0,0.0102103,1.66161,12
1,1.7361,1.99977,505
1,0.500494,1.88638,520
1,0.499135,1.97889,513
1,2,2,505
1,0.231681,1.85512,527
1,2,2,504
1,0.620091,1.96884,521
1,0.235723,1.97633,514
1,0.196153,1.98877,511
0,0.000775934,1.90712,32
1,0.914365,1.9829,511
1,0.678288,1.99232,519
1,1.5628,1.97538,518
1,0.500459,1.88713,518
1,1.73824,1.97733,522
1,1.73759,1.98869,512
1,2,2,507
1,1.73622,1.99994,504
1,1.50076,1.99977,507
1,1.32301,1.98712,510
1,0.0649483,1.85837,521
0,0.0426661,1.91923,32
1,0.914216,1.87524,522
1,1.34842,1.98722,510
1,2,2,505
1,1.36452,1.99871,505
1,1.43824,1.98801,510
1,0.728079,1.98273,511
1,0.798137,1.99272,506
1,1.24236,1.9984,503
1,1.14521,1.99766,504
1,1.73663,1.99995,502
1,0.50005,1.99421,507
1,0.337744,1.87697,516
1,1.84749,1.99996,506
1,0.843819,1.99517,504
1,2,2,503
1,0.118733,1.97508,2005
1,2,2,217
1,1.73968,1.99997,439
1,1.73968,1.99997,424
1,2,2,191
1,2,2,187
1,0.535266,1.87487,445
